timestamp,P_inject
2026-04-27 00:00,1474.13
2026-04-27 00:10,1466.07
2026-04-27 00:20,1467.69
2026-04-27 00:30,1479.15
2026-04-27 00:40,1474.35
2026-04-27 00:50,1487.46
2026-04-27 01:00,1458.38
2026-04-27 01:10,1468.07
2026-04-27 01:20,1466.32
2026-04-27 01:30,1481.3
2026-04-27 01:40,1471.62
2026-04-27 01:50,1481.36
2026-04-27 02:00,1468.15
2026-04-27 02:10,1477.68
2026-04-27 02:20,1497.72
2026-04-27 02:30,1493.33
2026-04-27 02:40,1466.04
2026-04-27 02:50,1484.81
2026-04-27 03:00,1489.29
2026-04-27 03:10,1479.48
2026-04-27 03:20,1475.33
2026-04-27 03:30,1490.13
2026-04-27 03:40,1486.29
2026-04-27 03:50,1490.51
2026-04-27 04:00,1485.39
2026-04-27 04:10,1505.82
2026-04-27 04:20,1480.35
2026-04-27 04:30,1484.13
2026-04-27 04:40,1492.61
2026-04-27 04:50,1494.7
2026-04-27 05:00,1478.12
2026-04-27 05:10,1499.79
2026-04-27 05:20,1477.96
2026-04-27 05:30,1489.84
2026-04-27 05:40,1487.45
2026-04-27 05:50,1484.32
2026-04-27 06:00,1499.07
2026-04-27 06:10,1471.2
2026-04-27 06:20,1484.06
2026-04-27 06:30,1482.56
2026-04-27 06:40,1496.62
2026-04-27 06:50,1501.81
2026-04-27 07:00,1495.35
2026-04-27 07:10,1500.01
2026-04-27 07:20,1470.7
2026-04-27 07:30,1489.41
2026-04-27 07:40,1476.59
2026-04-27 07:50,1484.18
2026-04-27 08:00,1488.61
2026-04-27 08:10,1486.84
2026-04-27 08:20,1496.48
2026-04-27 08:30,1469.0
2026-04-27 08:40,1477.47
2026-04-27 08:50,1471.59
2026-04-27 09:00,1469.57
2026-04-27 09:10,1489.94
2026-04-27 09:20,1482.53
2026-04-27 09:30,1492.67
2026-04-27 09:40,1488.82
2026-04-27 09:50,1478.98
2026-04-27 10:00,1469.74
2026-04-27 10:10,1484.48
2026-04-27 10:20,1470.03
2026-04-27 10:30,1464.97
2026-04-27 10:40,1464.35
2026-04-27 10:50,1473.49
2026-04-27 11:00,1481.59
2026-04-27 11:10,1470.83
2026-04-27 11:20,1479.14
2026-04-27 11:30,1468.99
2026-04-27 11:40,1463.77
2026-04-27 11:50,1487.86
2026-04-27 12:00,1479.57
2026-04-27 12:10,1465.48
2026-04-27 12:20,1456.16
2026-04-27 12:30,1448.86
2026-04-27 12:40,1463.87
2026-04-27 12:50,1457.54
2026-04-27 13:00,1462.27
2026-04-27 13:10,1460.07
2026-04-27 13:20,1459.94
2026-04-27 13:30,1464.57
2026-04-27 13:40,1456.95
2026-04-27 13:50,1447.67
2026-04-27 14:00,1446.34
2026-04-27 14:10,1456.23
2026-04-27 14:20,1442.09
2026-04-27 14:30,1455.53
2026-04-27 14:40,1454.64
2026-04-27 14:50,1447.76
2026-04-27 15:00,1441.07
2026-04-27 15:10,1432.36
2026-04-27 15:20,1436.86
2026-04-27 15:30,1432.16
2026-04-27 15:40,1444.73
2026-04-27 15:50,1440.38
2026-04-27 16:00,1435.98
2026-04-27 16:10,1449.81
2026-04-27 16:20,1443.38
2026-04-27 16:30,1442.28
2026-04-27 16:40,1245.97
2026-04-27 16:50,1249.45
2026-04-27 17:00,1228.03
2026-04-27 17:10,1246.25
2026-04-27 17:20,1225.91
2026-04-27 17:30,1233.86
2026-04-27 17:40,1448.19
2026-04-27 17:50,1445.55
2026-04-27 18:00,1445.32
2026-04-27 18:10,1441.48
2026-04-27 18:20,1451.4
2026-04-27 18:30,1427.89
2026-04-27 18:40,1437.94
2026-04-27 18:50,1440.97
2026-04-27 19:00,1457.13
2026-04-27 19:10,1449.37
2026-04-27 19:20,1449.82
2026-04-27 19:30,1435.81
2026-04-27 19:40,1460.34
2026-04-27 19:50,1446.6
2026-04-27 20:00,1435.3
2026-04-27 20:10,1462.68
2026-04-27 20:20,1433.11
2026-04-27 20:30,1438.22
2026-04-27 20:40,1443.98
2026-04-27 20:50,1438.72
2026-04-27 21:00,1451.54
2026-04-27 21:10,1450.32
2026-04-27 21:20,1449.84
2026-04-27 21:30,1464.93
2026-04-27 21:40,1437.59
2026-04-27 21:50,1462.5
2026-04-27 22:00,1445.9
2026-04-27 22:10,1465.15
2026-04-27 22:20,1469.68
2026-04-27 22:30,1473.85
2026-04-27 22:40,1454.93
2026-04-27 22:50,1448.18
2026-04-27 23:00,1461.15
2026-04-27 23:10,1459.16
2026-04-27 23:20,1446.56
2026-04-27 23:30,1467.62
2026-04-27 23:40,1455.44
2026-04-27 23:50,1475.45
