timestamp,P_fthp
2026-04-28 00:00,1191.14
2026-04-28 00:10,1188.38
2026-04-28 00:20,1190.38
2026-04-28 00:30,1188.85
2026-04-28 00:40,1193.52
2026-04-28 00:50,1193.72
2026-04-28 01:00,1193.65
2026-04-28 01:10,1196.17
2026-04-28 01:20,1192.92
2026-04-28 01:30,1199.89
2026-04-28 01:40,1196.56
2026-04-28 01:50,1202.06
2026-04-28 02:00,1194.6
2026-04-28 02:10,1196.73
2026-04-28 02:20,1192.32
2026-04-28 02:30,1196.17
2026-04-28 02:40,1200.52
2026-04-28 02:50,1194.93
2026-04-28 03:00,1204.53
2026-04-28 03:10,1197.5
2026-04-28 03:20,1205.58
2026-04-28 03:30,1192.0
2026-04-28 03:40,1195.43
2026-04-28 03:50,1193.88
2026-04-28 04:00,1200.95
2026-04-28 04:10,1198.63
2026-04-28 04:20,1194.54
2026-04-28 04:30,1192.13
2026-04-28 04:40,1193.74
2026-04-28 04:50,1196.95
2026-04-28 05:00,1196.94
2026-04-28 05:10,1191.87
2026-04-28 05:20,1189.33
2026-04-28 05:30,1191.45
2026-04-28 05:40,1190.95
2026-04-28 05:50,1190.9
2026-04-28 06:00,1186.69
2026-04-28 06:10,1196.96
2026-04-28 06:20,1184.4
2026-04-28 06:30,1194.37
2026-04-28 06:40,1193.02
2026-04-28 06:50,1190.01
2026-04-28 07:00,1193.85
2026-04-28 07:10,1186.45
2026-04-28 07:20,1181.25
2026-04-28 07:30,1179.37
2026-04-28 07:40,1177.77
2026-04-28 07:50,1184.43
2026-04-28 08:00,1171.94
2026-04-28 08:10,1171.31
2026-04-28 08:20,1185.15
2026-04-28 08:30,1181.61
2026-04-28 08:40,1177.65
2026-04-28 08:50,1179.22
2026-04-28 09:00,1177.48
2026-04-28 09:10,1171.67
2026-04-28 09:20,1164.24
2026-04-28 09:30,1176.97
2026-04-28 09:40,1171.75
2026-04-28 09:50,1161.58
2026-04-28 10:00,1168.11
2026-04-28 10:10,1163.98
2026-04-28 10:20,1164.67
2026-04-28 10:30,1162.52
2026-04-28 10:40,1165.82
2026-04-28 10:50,1160.91
2026-04-28 11:00,1155.07
2026-04-28 11:10,1163.1
2026-04-28 11:20,1161.05
2026-04-28 11:30,1150.37
2026-04-28 11:40,1158.42
2026-04-28 11:50,1159.68
2026-04-28 12:00,1153.36
2026-04-28 12:10,1153.93
2026-04-28 12:20,1148.05
2026-04-28 12:30,1141.99
2026-04-28 12:40,1152.23
2026-04-28 12:50,1148.07
2026-04-28 13:00,1149.54
2026-04-28 13:10,1145.11
2026-04-28 13:20,1143.88
2026-04-28 13:30,1144.89
2026-04-28 13:40,1142.68
2026-04-28 13:50,1146.24
2026-04-28 14:00,1138.72
2026-04-28 14:10,1132.56
2026-04-28 14:20,1139.44
2026-04-28 14:30,1131.17
2026-04-28 14:40,1123.98
2026-04-28 14:50,1130.15
2026-04-28 15:00,1132.44
2026-04-28 15:10,1129.66
2026-04-28 15:20,1124.98
2026-04-28 15:30,1130.57
2026-04-28 15:40,1136.83
2026-04-28 15:50,1133.96
2026-04-28 16:00,1128.94
2026-04-28 16:10,1132.61
2026-04-28 16:20,1124.91
2026-04-28 16:30,1121.84
2026-04-28 16:40,1128.8
2026-04-28 16:50,1119.15
2026-04-28 17:00,1125.43
2026-04-28 17:10,1122.84
2026-04-28 17:20,1120.38
2026-04-28 17:30,1119.15
2026-04-28 17:40,1126.38
2026-04-28 17:50,1112.03
2026-04-28 18:00,1120.62
2026-04-28 18:10,1117.16
2026-04-28 18:20,1114.23
2026-04-28 18:30,1117.49
2026-04-28 18:40,1118.25
2026-04-28 18:50,1115.77
2026-04-28 19:00,1116.71
2026-04-28 19:10,1121.99
2026-04-28 19:20,1111.36
2026-04-28 19:30,1115.92
2026-04-28 19:40,1104.62
2026-04-28 19:50,1115.1
2026-04-28 20:00,1103.01
2026-04-28 20:10,1115.03
2026-04-28 20:20,1109.05
2026-04-28 20:30,1111.82
2026-04-28 20:40,1103.3
2026-04-28 20:50,1110.3
2026-04-28 21:00,1113.91
2026-04-28 21:10,1112.51
2026-04-28 21:20,1108.97
2026-04-28 21:30,1108.67
2026-04-28 21:40,1114.09
2026-04-28 21:50,1111.72
2026-04-28 22:00,1104.6
2026-04-28 22:10,1104.51
2026-04-28 22:20,1103.71
2026-04-28 22:30,1106.64
2026-04-28 22:40,1100.74
2026-04-28 22:50,1095.47
2026-04-28 23:00,1104.9
2026-04-28 23:10,1106.99
2026-04-28 23:20,1106.4
2026-04-28 23:30,1110.63
2026-04-28 23:40,1098.49
2026-04-28 23:50,1102.13
