timestamp,BSW_pct,watercut_raw,f_resonance
2026-04-28 00:00,11.709,11.709,2.9222
2026-04-28 00:10,12.08,12.08,2.9139
2026-04-28 00:20,11.6,11.6,2.9075
2026-04-28 00:30,12.108,12.108,2.9192
2026-04-28 00:40,11.872,11.872,2.9088
2026-04-28 00:50,12.053,12.053,2.9164
2026-04-28 01:00,11.968,11.968,2.913
2026-04-28 01:10,12.03,12.03,2.9208
2026-04-28 01:20,11.875,11.875,2.9348
2026-04-28 01:30,11.882,11.882,2.9198
2026-04-28 01:40,11.69,11.69,2.9083
2026-04-28 01:50,12.184,12.184,2.9251
2026-04-28 02:00,12.043,12.043,2.9112
2026-04-28 02:10,12.071,12.071,2.908
2026-04-28 02:20,12.214,12.214,2.8915
2026-04-28 02:30,11.923,11.923,2.9101
2026-04-28 02:40,12.259,12.259,2.9158
2026-04-28 02:50,12.247,12.247,2.9322
2026-04-28 03:00,12.091,12.091,2.9015
2026-04-28 03:10,11.849,11.849,2.9132
2026-04-28 03:20,12.08,12.08,2.9217
2026-04-28 03:30,11.914,11.914,2.9259
2026-04-28 03:40,12.157,12.157,2.9143
2026-04-28 03:50,12.591,12.591,2.9161
2026-04-28 04:00,13.034,13.034,2.9284
2026-04-28 04:10,12.636,12.636,2.9061
2026-04-28 04:20,13.31,13.31,2.9178
2026-04-28 04:30,13.386,13.386,2.9169
2026-04-28 04:40,13.686,13.686,2.924
2026-04-28 04:50,13.777,13.777,2.9095
2026-04-28 05:00,13.921,13.921,2.9
2026-04-28 05:10,13.932,13.932,2.9097
2026-04-28 05:20,14.005,14.005,2.9066
2026-04-28 05:30,13.938,13.938,2.9284
2026-04-28 05:40,14.477,14.477,2.9138
2026-04-28 05:50,14.8,14.8,2.9259
2026-04-28 06:00,15.147,15.147,2.9105
2026-04-28 06:10,15.098,15.098,2.9058
2026-04-28 06:20,15.387,15.387,2.9148
2026-04-28 06:30,15.602,15.602,2.9227
2026-04-28 06:40,15.756,15.756,2.9196
2026-04-28 06:50,15.797,15.797,2.9018
2026-04-28 07:00,16.026,16.026,2.9308
2026-04-28 07:10,16.053,16.053,2.9072
2026-04-28 07:20,16.444,16.444,2.9303
2026-04-28 07:30,16.292,16.292,2.8895
2026-04-28 07:40,16.557,16.557,2.9144
2026-04-28 07:50,16.831,16.831,2.9106
2026-04-28 08:00,16.939,16.939,2.9066
2026-04-28 08:10,17.055,17.055,2.9165
2026-04-28 08:20,17.514,17.514,2.8966
2026-04-28 08:30,17.896,17.896,2.9165
2026-04-28 08:40,17.871,17.871,2.9093
2026-04-28 08:50,17.991,17.991,2.9008
2026-04-28 09:00,18.437,18.437,2.9257
2026-04-28 09:10,18.252,18.252,2.8986
2026-04-28 09:20,18.419,18.419,2.9175
2026-04-28 09:30,18.581,18.581,2.9035
2026-04-28 09:40,18.872,18.872,2.9024
2026-04-28 09:50,19.287,19.287,2.9202
2026-04-28 10:00,19.333,19.333,2.9036
2026-04-28 10:10,19.421,19.421,2.9217
2026-04-28 10:20,19.141,19.141,2.9129
2026-04-28 10:30,20.021,20.021,2.9281
2026-04-28 10:40,19.73,19.73,2.913
2026-04-28 10:50,20.309,20.309,2.9217
2026-04-28 11:00,19.912,19.912,2.89
2026-04-28 11:10,20.491,20.491,2.9145
2026-04-28 11:20,20.615,20.615,2.9061
2026-04-28 11:30,21.076,21.076,2.9237
2026-04-28 11:40,20.882,20.882,2.9107
2026-04-28 11:50,20.949,20.949,2.9264
2026-04-28 12:00,21.079,21.079,2.8982
2026-04-28 12:10,21.362,21.362,2.8982
2026-04-28 12:20,21.976,21.976,2.9312
2026-04-28 12:30,21.952,21.952,2.9047
2026-04-28 12:40,22.224,22.224,2.8987
2026-04-28 12:50,22.528,22.528,2.9071
2026-04-28 13:00,22.524,22.524,2.9006
2026-04-28 13:10,22.579,22.579,2.8912
2026-04-28 13:20,22.804,22.804,2.9161
2026-04-28 13:30,22.61,22.61,2.8973
2026-04-28 13:40,23.065,23.065,2.9038
2026-04-28 13:50,23.322,23.322,2.9062
2026-04-28 14:00,23.577,23.577,2.9061
2026-04-28 14:10,23.364,23.364,2.9098
2026-04-28 14:20,24.121,24.121,2.9085
2026-04-28 14:30,23.705,23.705,2.9086
2026-04-28 14:40,24.335,24.335,2.8958
2026-04-28 14:50,24.435,24.435,2.9183
2026-04-28 15:00,24.923,24.923,2.9063
2026-04-28 15:10,24.881,24.881,2.9035
2026-04-28 15:20,24.878,24.878,2.919
2026-04-28 15:30,25.332,25.332,2.9108
2026-04-28 15:40,25.215,25.215,2.9195
2026-04-28 15:50,25.708,25.708,2.8914
2026-04-28 16:00,25.898,25.898,2.9058
2026-04-28 16:10,25.916,25.916,2.8839
2026-04-28 16:20,25.747,25.747,2.9141
2026-04-28 16:30,26.067,26.067,2.9121
2026-04-28 16:40,26.135,26.135,2.8891
2026-04-28 16:50,26.962,26.962,2.9121
2026-04-28 17:00,26.734,26.734,2.9055
2026-04-28 17:10,26.798,26.798,2.9068
2026-04-28 17:20,27.356,27.356,2.8985
2026-04-28 17:30,27.397,27.397,2.8857
2026-04-28 17:40,27.84,27.84,2.9122
2026-04-28 17:50,27.654,27.654,2.899
2026-04-28 18:00,28.122,28.122,2.8968
2026-04-28 18:10,28.094,28.094,2.8988
2026-04-28 18:20,28.015,28.015,2.9124
2026-04-28 18:30,28.298,28.298,2.9063
2026-04-28 18:40,28.491,28.491,2.9002
2026-04-28 18:50,28.706,28.706,2.8947
2026-04-28 19:00,29.067,29.067,2.9001
2026-04-28 19:10,29.273,29.273,2.9082
2026-04-28 19:20,29.524,29.524,2.8956
2026-04-28 19:30,29.593,29.593,2.8987
2026-04-28 19:40,29.636,29.636,2.8932
2026-04-28 19:50,29.725,29.725,2.9066
2026-04-28 20:00,29.932,29.932,2.8928
2026-04-28 20:10,30.35,30.35,2.9032
2026-04-28 20:20,30.116,30.116,2.9009
2026-04-28 20:30,30.766,30.766,2.9102
2026-04-28 20:40,30.613,30.613,2.8883
2026-04-28 20:50,30.827,30.827,2.9126
2026-04-28 21:00,31.229,31.229,2.8758
2026-04-28 21:10,31.432,31.432,2.8764
