timestamp,P_wh,I_raw,timestamp_unix
2026-04-28 00:00,1272.47,14.18,1777334400000
2026-04-28 00:10,1282.28,14.258,1777335000000
2026-04-28 00:20,1280.25,14.242,1777335600000
2026-04-28 00:30,1279.69,14.238,1777336200000
2026-04-28 00:40,1279.55,14.236,1777336800000
2026-04-28 00:50,1286.09,14.289,1777337400000
2026-04-28 01:00,1293.07,14.345,1777338000000
2026-04-28 01:10,1280.47,14.244,1777338600000
2026-04-28 01:20,1282.11,14.257,1777339200000
2026-04-28 01:30,1284.91,14.279,1777339800000
2026-04-28 01:40,1279.83,14.239,1777340400000
2026-04-28 01:50,1270.16,14.161,1777341000000
2026-04-28 02:00,1286.96,14.296,1777341600000
2026-04-28 02:10,1280.27,14.242,1777342200000
2026-04-28 02:20,1293.22,14.346,1777342800000
2026-04-28 02:30,1287.05,14.296,1777343400000
2026-04-28 02:40,1295.55,14.364,1777344000000
2026-04-28 02:50,1282.02,14.256,1777344600000
2026-04-28 03:00,1294.52,14.356,1777345200000
2026-04-28 03:10,1278.48,14.228,1777345800000
2026-04-28 03:20,1294.41,14.355,1777346400000
2026-04-28 03:30,1287.86,14.303,1777347000000
2026-04-28 03:40,1295.37,14.363,1777347600000
2026-04-28 03:50,1288.03,14.304,1777348200000
2026-04-28 04:00,1294.68,14.357,1777348800000
2026-04-28 04:10,1293.98,14.352,1777349400000
2026-04-28 04:20,1293.61,14.349,1777350000000
2026-04-28 04:30,1294.29,14.354,1777350600000
2026-04-28 04:40,1302.0,14.416,1777351200000
2026-04-28 04:50,1288.8,14.31,1777351800000
2026-04-28 05:00,1300.81,14.406,1777352400000
2026-04-28 05:10,1290.45,14.324,1777353000000
2026-04-28 05:20,1299.97,14.4,1777353600000
2026-04-28 05:30,1306.88,14.455,1777354200000
2026-04-28 05:40,1288.14,14.305,1777354800000
2026-04-28 05:50,1280.05,14.24,1777355400000
2026-04-28 06:00,1293.98,14.352,1777356000000
2026-04-28 06:10,1288.83,14.311,1777356600000
2026-04-28 06:20,1289.77,14.318,1777357200000
2026-04-28 06:30,1290.87,14.327,1777357800000
2026-04-28 06:40,1085.53,12.684,1777358400000
2026-04-28 06:50,1090.25,12.722,1777359000000
2026-04-28 07:00,1070.86,12.567,1777359600000
2026-04-28 07:10,1082.72,12.662,1777360200000
2026-04-28 07:20,1069.58,12.557,1777360800000
2026-04-28 07:30,1042.56,12.34,1777361400000
2026-04-28 07:40,1070.14,12.561,1777362000000
2026-04-28 07:50,1045.57,12.365,1777362600000
2026-04-28 08:00,1089.75,12.718,1777363200000
2026-04-28 08:10,1105.29,12.842,1777363800000
2026-04-28 08:20,1095.82,12.767,1777364400000
2026-04-28 08:30,1084.28,12.674,1777365000000
2026-04-28 08:40,1039.33,12.315,1777365600000
2026-04-28 08:50,1065.68,12.525,1777366200000
2026-04-28 09:00,1070.43,12.563,1777366800000
2026-04-28 09:10,1071.18,12.569,1777367400000
2026-04-28 09:20,1069.64,12.557,1777368000000
2026-04-28 09:30,1029.04,12.232,1777368600000
2026-04-28 09:40,1057.96,12.464,1777369200000
2026-04-28 09:50,1279.22,14.234,1777369800000
2026-04-28 10:00,1289.21,14.314,1777370400000
2026-04-28 10:10,1288.82,14.311,1777371000000
2026-04-28 10:20,1286.69,14.294,1777371600000
2026-04-28 10:30,1287.61,14.301,1777372200000
2026-04-28 10:40,1274.59,14.197,1777372800000
2026-04-28 10:50,1279.04,14.232,1777373400000
2026-04-28 11:00,1276.36,14.211,1777374000000
2026-04-28 11:10,1289.27,14.314,1777374600000
2026-04-28 11:20,1283.31,14.266,1777375200000
2026-04-28 11:30,1275.89,14.207,1777375800000
2026-04-28 11:40,1281.62,14.253,1777376400000
2026-04-28 11:50,1278.03,14.224,1777377000000
2026-04-28 12:00,1274.3,14.194,1777377600000
2026-04-28 12:10,1277.02,14.216,1777378200000
2026-04-28 12:20,1278.53,14.228,1777378800000
2026-04-28 12:30,1271.8,14.174,1777379400000
2026-04-28 12:40,1264.37,14.115,1777380000000
2026-04-28 12:50,1273.23,14.186,1777380600000
2026-04-28 13:00,1268.76,14.15,1777381200000
2026-04-28 13:10,1262.72,14.102,1777381800000
2026-04-28 13:20,1264.23,14.114,1777382400000
2026-04-28 13:30,1266.61,14.133,1777383000000
2026-04-28 13:40,1267.56,14.14,1777383600000
2026-04-28 13:50,1270.06,14.16,1777384200000
2026-04-28 14:00,1264.73,14.118,1777384800000
2026-04-28 14:10,1268.03,14.144,1777385400000
2026-04-28 14:20,1262.44,14.1,1777386000000
2026-04-28 14:30,1267.32,14.139,1777386600000
2026-04-28 14:40,1265.85,14.127,1777387200000
2026-04-28 14:50,1266.25,14.13,1777387800000
2026-04-28 15:00,1270.89,14.167,1777388400000
2026-04-28 15:10,1260.03,14.08,1777389000000
2026-04-28 15:20,1251.65,14.013,1777389600000
2026-04-28 15:30,1260.25,14.082,1777390200000
2026-04-28 15:40,1265.11,14.121,1777390800000
2026-04-28 15:50,1259.97,14.08,1777391400000
2026-04-28 16:00,1261.32,14.091,1777392000000
2026-04-28 16:10,1248.7,13.99,1777392600000
2026-04-28 16:20,1253.68,14.029,1777393200000
2026-04-28 16:30,1261.6,14.093,1777393800000
2026-04-28 16:40,1262.75,14.102,1777394400000
2026-04-28 16:50,1253.33,14.027,1777395000000
2026-04-28 17:00,1259.82,14.079,1777395600000
2026-04-28 17:10,1253.16,14.025,1777396200000
2026-04-28 17:20,1250.36,14.003,1777396800000
2026-04-28 17:30,1257.58,14.061,1777397400000
2026-04-28 17:40,1258.37,14.067,1777398000000
2026-04-28 17:50,1259.4,14.075,1777398600000
2026-04-28 18:00,1261.38,14.091,1777399200000
2026-04-28 18:10,1267.08,14.137,1777399800000
2026-04-28 18:20,1262.76,14.102,1777400400000
2026-04-28 18:30,1254.99,14.04,1777401000000
2026-04-28 18:40,1262.91,14.103,1777401600000
2026-04-28 18:50,1248.62,13.989,1777402200000
2026-04-28 19:00,1258.22,14.066,1777402800000
2026-04-28 19:10,1264.15,14.113,1777403400000
2026-04-28 19:20,1262.16,14.097,1777404000000
2026-04-28 19:30,1263.34,14.107,1777404600000
2026-04-28 19:40,1270.15,14.161,1777405200000
2026-04-28 19:50,1254.59,14.037,1777405800000
2026-04-28 20:00,1264.18,14.113,1777406400000
2026-04-28 20:10,1259.26,14.074,1777407000000
2026-04-28 20:20,1266.94,14.136,1777407600000
2026-04-28 20:30,1261.43,14.091,1777408200000
2026-04-28 20:40,1265.9,14.127,1777408800000
2026-04-28 20:50,1271.01,14.168,1777409400000
2026-04-28 21:00,1266.06,14.128,1777410000000
2026-04-28 21:10,1261.58,14.093,1777410600000
2026-04-28 21:20,1261.22,14.09,1777411200000
2026-04-28 21:30,1259.88,14.079,1777411800000
2026-04-28 21:40,1270.9,14.167,1777412400000
2026-04-28 21:50,1273.2,14.186,1777413000000
2026-04-28 22:00,1264.53,14.116,1777413600000
2026-04-28 22:10,1255.83,14.047,1777414200000
2026-04-28 22:20,1263.59,14.109,1777414800000
2026-04-28 22:30,1270.72,14.166,1777415400000
2026-04-28 22:40,1263.16,14.105,1777416000000
2026-04-28 22:50,1257.84,14.063,1777416600000
2026-04-28 23:00,1267.67,14.141,1777417200000
2026-04-28 23:10,1258.86,14.071,1777417800000
2026-04-28 23:20,1273.83,14.191,1777418400000
2026-04-28 23:30,1270.24,14.162,1777419000000
2026-04-28 23:40,1273.79,14.19,1777419600000
2026-04-28 23:50,1281.99,14.256,1777420200000
